16
946 1677
164 456 241
487 740 357
403 303 957
283 78 248
69 707 736
515 653 835
564 123 327
551 34 841
659 542 271
445 760 649
123 226 839
151 444 725
240 294 834
430 690 759
527 737 25
440 731 626
12 602 314
379 70 793
312 217 548
167 22 204
390 599 753
487 497 539
376 62 803
114 640 401
322 104 730
631 255 711
446 255 393
661 180 750
106 670 575
491 661 954
618 278 872
45 326 708
296 452 842
807 35 945
419 646 105
385 129 146
657 799 209
801 568 946
41 319 974
279 647 949
28 356 671
594 476 622
307 504 467
747 126 239
622 689 439
129 685 654
123 189 497
767 251 858
248 626 623
668 822 941
503 53 749
799 261 490
256 717 503
727 216 278
689 419 283
263 458 199
13 604 207
166 526 996
240 151 818
763 773 996
737 278 680
129 135 489
341 25 506
254 804 121
275 303 23
263 62 885
664 5 394
76 17 863
681 232 912
381 160 72
516 480 39
623 156 532
513 371 936
484 510 800
810 285 776
333 38 262
111 133 178
698 784 231
145 673 36
589 728 920
627 747 467
712 483 707
5 316 604
821 86 180
190 171 375
355 79 846
263 556 305
352 414 698
716 288 347
470 232 828
340 88 398
763 607 484
645 67 520
747 337 240
351 181 94
520 544 767
647 567 749
213 318 73
808 453 606
535 370 934
268 662 962
149 763 706
733 39 631
295 501 107
549 132 868
264 398 848
345 325 33
25 488 74
307 42 943
323 670 420
480 779 771
180 461 401
226 464 397
611 807 495
226 775 160
708 503 774
129 147 44
270 59 874
813 658 873
538 138 161
80 25 239
630 487 341
196 626 27
443 811 467
324 635 96
761 714 359
600 722 296
494 350 92
769 764 649
306 334 313
238 589 501
552 61 556
284 528 541
213 687 300
414 806 717
627 458 258
667 353 856
783 157 161
623 279 755
810 402 372
793 298 404
476 499 568
25 165 661
688 659 136
700 607 809
460 559 677
597 12 836
429 647 740
41 99 923
333 565 380
664 481 44
422 210 174
382 319 713
226 336 672
189 739 50
32 98 924
622 179 956
372 661 644
569 783 960
821 702 479
697 415 325
97 338 941
12 811 871
791 797 208
304 198 601
199 74 493
24 406 21
475 192 738
46 633 865
601 301 808
353 457 960
470 657 323
205 400 616
205 30 474
688 512 658
814 451 415
494 199 24
726 547 226
735 561 567
620 527 703
181 582 484
109 102 918
647 250 556
269 295 704
728 237 433
357 200 234
54 424 74
746 277 229
381 557 321
517 227 196
742 266 814
417 554 714
578 724 638
112 653 129
254 128 306
215 416 86
396 348 757
248 666 33
412 204 945
1 810 52
738 702 429
639 97 714
27 88 416
112 120 65
383 55 884
407 143 937
421 820 143
784 388 383
609 323 743
32 676 408
329 25 887
772 292 734
271 58 101
251 802 228
304 88 455
537 792 245
705 507 338
516 368 932
331 820 56
495 636 482
468 371 969
765 12 459
78 197 456
731 49 15
553 668 605
317 20 273
434 800 58
676 298 323
171 669 271
3 348 826
61 105 392
524 238 149
11 728 14
572 342 442
685 763 442
292 756 238
213 556 900
308 117 26
29 225 876
319 494 743
511 389 621
401 277 229
99 456 782
94 4 508
306 207 368
141 321 56
764 546 177
170 107 623
806 635 285
691 326 973
428 119 531
497 388 672
46 170 816
140 607 364
256 729 113
394 763 916
144 295 696
599 279 378
214 747 986
526 186 425
249 61 806
708 813 939
6 698 693
135 319 807
161 562 325
257 410 795
697 137 304
763 289 471
358 366 603
10 681 712
473 161 460
503 153 911
471 314 25
423 349 805
102 46 226
544 617 648
292 280 537
807 520 370
392 541 283
346 470 833
136 735 829
785 384 336
219 138 557
673 127 888
84 21 188
719 244 371
675 71 536
177 210 986
741 280 647
409 308 150
275 439 496
654 664 545
809 167 67
151 687 672
183 125 980
797 452 599
539 49 10
76 393 248
622 465 572
174 229 67
236 80 202
106 79 691
151 133 279
586 162 656
544 441 180
51 351 358
693 146 72
175 58 724
524 704 756
488 525 905
282 359 419
403 485 473
437 735 860
31 633 966
738 705 682
619 790 548
149 800 278
191 571 44
242 437 539
821 311 617
407 356 668
395 581 464
456 490 526
186 815 86
440 226 180
126 66 579
348 791 299
738 667 988
399 489 582
718 489 657
124 56 79
482 217 860
499 778 761
419 135 83
512 695 714
355 223 47
697 334 338
654 93 690
201 183 242
770 793 734
822 579 528
130 504 866
186 815 334
646 329 117
297 83 859
95 671 879
39 144 974
527 533 602
395 366 442
526 813 977
741 418 112
85 558 319
110 492 753
12 300 753
167 383 9
440 236 224
122 155 277
417 598 256
593 719 280
495 125 80
57 346 860
168 173 963
737 395 219
788 192 535
19 679 302
251 620 390
271 343 449
301 732 348
633 483 594
594 205 763
752 363 993
485 720 7
292 192 469
383 344 152
617 322 279
635 368 948
485 277 528
112 160 831
700 326 246
451 157 398
558 631 556
484 686 406
489 176 260
384 185 942
422 389 607
719 65 501
662 576 580
650 252 301
296 694 764
275 664 432
109 591 464
173 352 712
79 8 407
451 804 806
177 650 455
666 492 904
77 289 845
794 793 971
473 403 222
821 61 404
636 128 176
41 609 867
531 167 517
385 107 679
557 577 242
749 133 360
449 160 738
332 685 747
511 316 300
583 712 84
376 551 803
288 603 93
431 402 527
591 18 551
547 490 946
772 753 543
262 657 355
243 315 42
505 245 8
289 731 443
99 510 752
743 346 2
438 754 518
124 155 329
768 599 204
338 480 362
299 194 966
342 182 296
26 636 83
451 139 1
225 223 583
114 79 434
154 25 47
393 787 928
199 805 694
803 717 470
701 491 897
528 174 517
745 730 637
463 298 194
416 492 988
686 15 590
583 585 28
590 251 918
676 564 560
86 562 471
589 486 297
84 135 573
357 522 718
599 750 168
608 334 100
54 87 62
142 724 100
762 125 613
737 638 569
772 740 170
161 618 659
144 357 772
459 226 529
2 312 943
568 283 395
551 189 996
759 655 313
630 601 431
786 103 567
306 748 633
808 214 72
235 157 560
742 429 880
455 404 341
400 206 43
488 60 369
213 770 204
49 458 843
437 727 463
298 565 542
510 1 61
70 397 77
250 279 553
182 504 961
74 271 105
152 257 164
55 607 276
788 65 184
455 145 941
436 556 595
194 348 563
758 591 893
810 577 881
70 761 46
56 659 72
550 98 262
138 723 882
616 15 958
320 33 294
724 435 363
696 471 706
174 466 982
59 567 890
332 280 502
766 282 541
546 118 37
339 426 22
665 813 930
11 621 494
227 296 527
25 246 340
741 804 650
798 184 326
281 649 706
231 742 323
645 223 81
694 656 427
84 402 922
123 112 926
800 349 672
670 67 270
702 637 63
731 586 811
372 701 367
370 366 416
204 233 617
303 94 88
11 137 135
226 784 974
373 12 331
723 386 632
747 695 513
189 122 985
585 636 124
753 661 557
83 570 315
167 56 687
775 405 695
55 426 962
342 805 479
167 463 409
301 363 428
85 356 977
744 820 130
186 126 143
749 487 732
260 766 203
129 295 582
132 530 908
775 527 657
287 405 664
230 67 470
93 375 546
623 520 320
131 298 251
625 186 657
619 463 330
64 387 46
625 782 701
677 392 337
666 584 203
356 464 542
742 553 208
767 517 40
22 478 251
386 496 962
513 730 774
742 401 17
218 81 915
557 766 586
212 46 456
687 305 811
428 822 591
630 24 449
563 49 342
305 178 189
626 448 753
792 97 122
278 78 88
38 84 442
511 10 767
722 415 925
634 625 840
328 787 55
660 85 559
820 721 756
782 700 979
152 577 106
242 642 973
790 435 869
297 231 806
624 609 649
153 96 938
86 732 981
15 814 694
75 680 461
129 713 244
387 771 946
232 520 717
512 347 205
35 581 539
56 174 927
357 325 817
735 481 534
86 212 530
144 375 275
342 746 637
501 21 744
692 93 827
259 158 646
205 359 584
334 596 387
186 526 511
315 51 150
229 399 49
529 463 243
168 311 813
410 157 736
485 718 258
302 322 736
636 586 119
589 203 93
442 461 985
426 713 270
652 357 180
213 712 820
268 407 99
499 453 212
105 225 16
782 556 107
165 14 193
710 503 315
90 797 601
665 245 740
317 767 276
140 382 65
66 15 380
184 393 834
413 576 879
695 107 632
65 427 852
103 428 933
786 477 531
340 375 10
466 573 866
140 403 384
812 695 333
402 380 223
417 59 85
235 807 38
267 720 712
528 579 269
143 540 164
547 226 495
147 69 417
18 139 683
430 397 693
678 125 341
60 176 240
601 236 443
179 63 158
334 405 190
645 51 200
513 533 686
818 313 634
819 742 233
36 664 886
752 444 945
529 685 967
452 40 283
516 410 998
30 475 406
87 788 827
684 485 962
785 698 654
749 134 881
649 420 920
548 53 261
495 58 575
713 231 995
501 281 39
482 385 195
179 488 844
424 716 329
760 25 696
661 95 672
383 233 762
83 76 835
508 786 521
353 633 328
592 450 757
134 713 601
342 601 539
179 471 187
279 156 437
207 28 286
140 356 405
733 310 488
469 546 670
320 667 458
496 584 532
37 372 300
364 536 930
106 815 947
97 790 489
423 261 539
767 504 866
431 625 667
820 65 640
669 748 848
422 479 491
154 376 667
487 749 575
741 222 771
89 168 860
98 37 295
549 723 664
173 707 788
783 238 197
550 674 99
532 253 474
778 42 814
577 156 794
720 523 836
632 768 388
130 608 835
248 337 265
174 491 272
789 772 691
596 710 236
318 258 491
774 73 27
624 808 705
516 539 594
637 464 444
235 510 284
485 619 193
77 811 642
209 130 100
301 495 728
223 90 779
812 183 114
240 506 28
122 9 730
649 372 543
729 319 74
393 339 91
263 274 541
383 149 693
543 155 179
670 161 515
182 635 893
74 591 765
135 21 603
271 222 59
529 794 738
321 27 54
193 628 558
120 520 576
89 441 514
323 560 233
205 188 514
324 729 576
231 659 317
515 627 333
690 204 505
484 106 802
623 81 872
549 125 597
708 162 422
500 254 335
78 28 485
209 525 165
340 729 421
110 138 320
353 487 853
45 373 438
18 533 849
788 249 149
256 472 764
660 722 916
200 512 772
493 4 728
631 627 455
366 98 604
665 697 40
91 33 655
118 606 438
89 749 815
656 422 104
604 7 444
204 242 952
373 3 497
475 569 518
263 436 334
320 549 376
723 710 877
84 234 778
763 683 511
213 516 119
734 281 176
683 285 252
517 427 652
57 699 395
551 157 972
446 157 652
453 597 386
305 286 585
727 345 264
751 333 361
457 672 162
642 697 396
409 579 128
650 272 492
630 550 502
551 264 512
606 741 156
285 571 692
247 318 936
612 615 451
687 493 17
761 779 170
79 728 470
792 9 906
276 766 704
452 604 185
622 605 681
29 546 144
339 521 588
723 752 479
696 579 804
136 615 600
738 161 251
782 595 833
683 546 306
456 684 278
579 504 129
775 718 562
136 651 46
642 365 41
314 730 473
365 75 41
219 500 305
110 416 90
7 45 486
218 436 927
780 706 289
12 314 662
233 622 662
182 170 505
233 818 513
22 183 689
336 347 998
725 367 820
52 667 579
131 334 110
210 522 173
213 628 160
550 404 643
216 274 464
388 146 289
230 725 308
131 253 835
768 528 311
296 172 446
207 617 472
765 311 401
455 609 994
524 203 902
683 588 216
398 582 273
366 239 841
479 605 282
9 298 885
205 451 339
315 670 512
723 534 338
754 568 759
193 627 121
657 656 485
47 667 925
79 818 445
694 120 711
457 532 939
290 352 461
368 622 176
326 759 991
381 185 577
728 575 627
650 218 880
593 10 573
776 153 232
613 816 588
440 562 30
461 182 687
654 19 787
238 243 106
449 686 242
253 171 39
395 199 88
736 201 905
682 766 493
341 146 242
526 658 127
70 241 461
816 416 212
123 336 806
545 94 60
411 369 844
669 748 647
468 439 234
222 610 736
421 745 730
367 428 965
37 572 669
805 134 766
482 85 546
800 125 923
190 338 248
541 97 481
398 727 581
168 767 330
386 815 370
486 310 171
576 100 343
637 196 716
766 325 893
417 80 992
633 419 778
519 422 817
47 422 633
807 56 19
638 648 257
224 9 102
28 782 650
726 649 195
211 801 334
716 531 379
337 743 585
263 647 193
103 628 139
579 31 943
90 724 454
321 39 99
553 440 529
143 668 122
362 144 388
266 494 632
161 74 916
737 632 523
399 483 642
488 529 922
231 470 98
507 752 821
584 25 225
770 108 313
501 230 847
52 390 191
222 382 867
394 123 887
771 371 819
401 133 746
626 819 642
522 9 443
424 164 697
643 639 288
252 20 308
397 633 251
410 362 509
699 744 631
191 262 919
73 621 636
581 320 523
813 481 470
366 658 205
115 53 362
106 494 265
730 6 686
77 299 475
42 615 843
488 641 975
679 456 497
102 456 891
484 353 652
75 679 242
229 464 914
320 415 262
24 438 691
696 465 5
581 703 36
813 725 120
341 168 390
398 699 433
220 454 273
167 283 892
779 345 911
357 207 987
355 417 865
109 42 226
407 669 701
654 747 941
150 366 996
615 655 73
390 71 825
497 598 688
593 331 599
506 75 323
29 738 544
382 736 651
768 307 985
84 101 982
255 790 762
374 575 406
82 280 956
75 524 577
163 416 947
624 446 659
327 613 581
163 110 937
264 108 963
570 146 206
748 117 292
692 571 47
558 405 647
215 143 926
231 754 771
275 397 719
486 682 148
596 285 273
175 761 108
425 147 99
743 688 624
480 722 897
697 799 185
81 609 958
724 542 643
179 76 819
288 507 841
155 242 314
92 696 356
159 336 746
531 233 223
115 411 415
304 593 181
114 575 532
546 494 34
571 431 146
759 60 24
288 81 686
30 541 373
631 570 499
74 628 141
737 420 995
359 352 427
495 298 299
738 744 761
339 812 739
593 628 696
680 555 60
297 563 732
337 524 992
495 354 463
141 290 28
75 652 987
399 600 428
667 266 974
588 215 105
814 711 12
548 345 499
741 389 234
554 285 163
14 538 185
568 215 197
599 470 956
545 791 358
74 703 803
761 487 755
375 308 646
121 620 298
568 788 768
434 498 362
367 193 165
814 443 717
653 450 515
253 605 813
637 86 146
267 368 702
346 193 780
625 412 965
353 494 396
544 699 192
658 511 791
762 464 6
74 178 133
46 359 153
777 624 92
158 50 490
566 664 893
627 619 440
782 744 865
56 585 467
199 644 626
433 10 831
726 316 968
633 413 1000
80 655 245
566 526 931
462 113 801
390 368 980
261 17 423
253 546 892
684 629 783
390 485 482
340 243 80
509 689 90
345 518 1000
595 380 898
222 241 121
578 182 5
285 472 627
548 31 781
784 13 869
581 523 339
815 465 261
769 793 88
517 131 36
773 277 303
295 696 220
576 774 80
563 778 922
274 40 505
755 327 897
421 659 948
726 423 6
440 779 427
637 722 342
556 51 535
45 495 767
130 555 40
396 772 412
53 173 31
188 735 191
790 82 851
389 241 7
344 771 950
397 158 240
461 445 919
581 464 555
303 320 578
236 224 90
294 101 138
31 164 832
283 249 81
84 671 697
123 197 633
285 531 711
496 310 25
594 712 23
88 69 103
216 302 50
707 16 696
420 549 118
566 227 868
770 781 760
443 383 516
610 492 538
97 142 120
818 219 665
18 364 762
794 535 50
379 165 635
73 361 1000
350 260 856
382 280 731
447 429 107
273 492 421
408 651 663
93 522 968
694 16 259
25 484 596
548 747 183
161 422 684
323 148 449
291 597 368
102 47 53
223 809 29
72 504 729
374 482 676
116 53 975
179 338 886
408 280 189
190 281 147
784 449 777
448 34 179
157 298 223
135 812 537
120 428 636
268 327 564
772 692 140
313 618 14
244 178 555
212 134 26
655 62 314
475 770 73
478 742 76
699 661 800
264 240 848
592 151 691
61 602 927
531 485 207
782 594 638
489 4 498
709 35 513
766 586 505
492 3 397
19 191 887
485 537 524
648 492 560
741 101 200
80 429 675
784 355 684
509 677 164
601 760 528
32 266 630
592 614 337
101 163 551
217 725 54
530 80 151
8 190 323
770 557 970
710 716 671
476 600 427
546 241 536
266 15 360
320 509 424
174 317 213
643 270 655
605 224 440
704 571 60
357 166 456
764 200 5
767 635 902
603 409 873
753 238 507
304 498 851
448 447 873
289 388 163
27 750 596
589 207 879
93 340 781
172 754 259
719 266 292
722 784 89
50 444 696
46 667 703
289 283 75
92 97 158
444 292 295
805 492 191
704 389 6
234 751 377
395 287 334
598 232 785
320 378 838
680 537 562
594 427 349
721 152 355
720 296 165
685 33 82
815 624 176
222 816 840
744 249 168
537 242 158
366 364 748
649 611 799
190 354 172
52 802 116
175 412 787
490 508 542
391 577 711
225 173 406
744 820 725
247 483 898
452 733 590
89 446 286
752 674 143
694 529 567
570 818 506
756 446 430
285 202 280
714 638 749
165 768 290
620 299 884
197 63 830
218 454 376
821 183 923
469 237 357
561 187 604
255 45 326
37 758 1000
537 521 26
94 646 764
136 382 960
707 464 766
224 261 100
85 294 484
767 351 402
295 726 995
96 232 112
786 422 771
773 486 845
187 478 721
323 72 711
707 399 20
373 318 431
12 808 629
354 510 845
560 459 343
20 607 944
812 724 577
263 228 890
389 391 890
96 782 265
733 616 910
670 386 34
623 43 943
219 586 986
11 260 513
215 623 415
620 366 125
700 735 991
866 1803
697 372 842
506 605 891
176 54 533
60 863 450
25 470 435
460 406 220
142 776 24
76 49 164
29 832 458
140 583 345
24 51 982
484 573 392
204 575 309
420 754 395
616 490 403
668 343 731
281 498 915
101 513 520
666 804 916
404 518 143
229 167 107
348 674 369
424 322 681
570 115 617
556 674 113
124 182 730
92 362 340
297 206 817
617 464 665
396 25 365
150 799 873
823 246 138
674 721 253
216 743 412
189 261 132
516 706 519
10 672 674
246 250 1
800 846 842
227 76 364
785 545 807
431 215 597
486 800 917
805 133 576
676 441 104
356 22 246
700 189 53
447 576 594
677 101 608
835 436 94
419 553 673
509 232 116
716 641 896
278 498 202
726 239 980
124 581 495
307 359 944
796 627 733
798 1 972
446 184 470
479 657 304
149 345 237
654 634 544
809 192 179
132 14 47
189 203 927
262 49 523
750 148 830
314 133 513
490 424 240
153 647 660
122 136 41
254 16 203
110 185 955
310 654 133
663 120 905
209 377 376
296 514 815
298 142 872
860 677 595
73 292 677
50 584 525
436 819 29
312 341 912
146 307 659
677 612 10
776 761 705
603 311 618
825 244 686
237 494 982
851 738 727
818 156 115
91 698 283
184 464 833
795 550 747
765 123 921
813 811 133
380 83 231
858 848 370
662 399 81
664 553 313
498 492 926
274 596 378
558 854 683
854 389 385
667 60 338
541 503 577
242 592 709
363 776 482
451 537 142
691 373 4
399 803 587
536 653 831
161 844 263
697 98 664
326 366 835
45 638 71
468 74 430
723 566 588
498 458 450
818 214 888
650 390 162
344 857 835
76 650 28
806 260 989
58 554 974
507 754 847
722 696 485
90 364 208
303 827 621
781 159 650
335 346 214
642 116 139
720 780 918
191 22 702
91 79 246
148 674 943
149 452 127
674 639 786
455 184 954
398 647 556
271 534 406
749 33 102
86 568 767
747 775 632
663 253 859
733 60 927
123 177 467
663 445 704
14 499 214
101 319 855
736 78 923
224 33 279
136 62 168
788 862 607
618 421 43
50 797 741
275 137 880
613 628 172
770 304 257
843 139 696
337 611 662
629 39 34
785 831 279
26 323 335
684 218 305
8 567 325
735 746 883
591 798 990
196 863 399
355 671 164
354 321 669
409 239 102
468 596 109
321 171 923
36 558 872
833 199 240
118 654 106
412 184 984
410 254 521
595 542 875
80 651 864
375 53 766
208 847 83
422 161 937
79 235 386
550 91 413
417 476 84
67 692 26
304 471 130
413 428 733
46 147 377
508 841 211
216 697 38
383 728 481
97 587 452
845 435 407
49 663 763
454 184 492
628 621 864
669 645 370
315 187 84
505 223 282
769 118 595
169 554 350
132 809 482
169 305 596
849 157 481
58 423 142
771 553 914
206 385 1000
37 604 50
435 286 599
